timestamp,hr_bpm
2025-11-01 06:00:00,61.6361473041438
2025-11-01 06:01:00,64.90065871641636
2025-11-01 06:02:00,
2025-11-01 06:03:00,67.974031178203
2025-11-01 06:04:00,70.46047389399183
2025-11-01 06:05:00,63.40377632281612
2025-11-01 06:06:00,70.35540425475634
2025-11-01 06:07:00,64.44122633594074
2025-11-01 06:08:00,67.85138728936352
2025-11-01 06:09:00,68.298253785074
2025-11-01 06:10:00,68.0215491830938
2025-11-01 06:11:00,68.80497897109949
2025-11-01 06:12:00,86.03145398378821
2025-11-01 06:13:00,67.45483108784306
2025-11-01 06:14:00,70.15370063723199
2025-11-01 06:15:00,68.26097336351351
2025-11-01 06:16:00,68.19876670781676
2025-11-01 06:17:00,65.29728096336738
2025-11-01 06:18:00,64.22225586799301
2025-11-01 06:19:00,70.24566664591292
2025-11-01 06:20:00,68.83455916654702
2025-11-01 06:21:00,67.78115605091509
2025-11-01 06:22:00,69.77581260281684
2025-11-01 06:23:00,73.70462219740796
2025-11-01 06:24:00,66.06444785071702
2025-11-01 06:25:00,71.6489646049187
2025-11-01 06:26:00,70.8090115414223
2025-11-01 06:27:00,67.67077394581494
2025-11-01 06:28:00,63.820292812593046
2025-11-01 06:29:00,70.70641673146368
2025-11-01 06:30:00,71.52084190430192
2025-11-01 06:31:00,69.1837888843904
2025-11-01 06:32:00,64.50117666112918
2025-11-01 06:33:00,63.827692670845074
2025-11-01 06:34:00,65.46118993705268
2025-11-01 06:35:00,66.88375197009218
2025-11-01 06:36:00,65.42147739817146
2025-11-01 06:37:00,63.716815145118645
2025-11-01 06:38:00,69.02987123244883
2025-11-01 06:39:00,64.39384582723656
2025-11-01 06:40:00,66.66346707147017
2025-11-01 06:41:00,68.57458162199909
2025-11-01 06:42:00,65.6648505858847
2025-11-01 06:43:00,63.31664373558519
2025-11-01 06:44:00,71.12076058750853
2025-11-01 06:45:00,67.56556360768144
2025-11-01 06:46:00,73.17168279716354
2025-11-01 06:47:00,67.53125744086996
2025-11-01 06:48:00,67.97232192545452
2025-11-01 06:49:00,73.20175110357731
2025-11-01 06:50:00,67.57453064358397
2025-11-01 06:51:00,67.23931511302887
2025-11-01 06:52:00,67.45695640942688
2025-11-01 06:53:00,66.51049092309736
2025-11-01 06:54:00,68.29470513944042
2025-11-01 06:55:00,66.74330855890521
2025-11-01 06:56:00,94.3482617081914
2025-11-01 06:57:00,69.66754669324068
2025-11-01 06:58:00,66.71660479869828
2025-11-01 06:59:00,63.17298382738022
2025-11-01 07:00:00,70.17555169589245
2025-11-01 07:01:00,72.14233416584486
2025-11-01 07:02:00,70.10746454801065
2025-11-01 07:03:00,64.62152186059555
2025-11-01 07:04:00,66.59807337257875
2025-11-01 07:05:00,69.71877510162169
2025-11-01 07:06:00,65.16862768901342
2025-11-01 07:07:00,68.86557350273807
2025-11-01 07:08:00,73.80341685074052
2025-11-01 07:09:00,63.095869892082845
2025-11-01 07:10:00,70.54302330901676
2025-11-01 07:11:00,70.52975358981759
2025-11-01 07:12:00,65.76098610456738
2025-11-01 07:13:00,63.97469643979308
2025-11-01 07:14:00,69.35875308577188
2025-11-01 07:15:00,62.30085867871063
2025-11-01 07:16:00,72.5096032457396
2025-11-01 07:17:00,62.892500527415216
2025-11-01 07:18:00,67.38758960277528
2025-11-01 07:19:00,69.46011235505902
2025-11-01 07:20:00,65.19663432398927
2025-11-01 07:21:00,67.03765368010033
2025-11-01 07:22:00,62.25170881480933
2025-11-01 07:23:00,69.99363505982956
2025-11-01 07:24:00,89.5437494308483
2025-11-01 07:25:00,72.14416381798225
2025-11-01 07:26:00,68.37648526543035
2025-11-01 07:27:00,69.88493875661557
2025-11-01 07:28:00,65.9661300822267
2025-11-01 07:29:00,70.02832134614663
2025-11-01 07:30:00,70.06403164671046
2025-11-01 07:31:00,65.00678204102148
2025-11-01 07:32:00,68.74660333179882
2025-11-01 07:33:00,67.44058857685962
2025-11-01 07:34:00,72.1087739261338
2025-11-01 07:35:00,69.72062892109888
2025-11-01 07:36:00,62.60259974985423
2025-11-01 07:37:00,105.39123877618145
2025-11-01 07:38:00,65.62757338810417
2025-11-01 07:39:00,69.83387230699948
2025-11-01 07:40:00,66.76261672213975
2025-11-01 07:41:00,
2025-11-01 07:42:00,71.24049125834895
2025-11-01 07:43:00,70.30365632363792
2025-11-01 07:44:00,70.2545646291214
2025-11-01 07:45:00,70.87600607205408
2025-11-01 07:46:00,65.53755156641047
2025-11-01 07:47:00,72.85655892564762
2025-11-01 07:48:00,67.39067971549022
2025-11-01 07:49:00,66.76231548484084
2025-11-01 07:50:00,66.5087000420009
2025-11-01 07:51:00,78.03342951558885
2025-11-01 07:52:00,66.71640486466914
2025-11-01 07:53:00,68.90175944038239
2025-11-01 07:54:00,67.21567375019016
2025-11-01 07:55:00,67.95392236779198
2025-11-01 07:56:00,66.62725242574133
2025-11-01 07:57:00,66.41641770932539
2025-11-01 07:58:00,64.55891488794224
2025-11-01 07:59:00,66.66864202213554
2025-11-01 08:00:00,67.14482446744042
2025-11-01 08:01:00,65.08115551010036
2025-11-01 08:02:00,66.34464237921894
2025-11-01 08:03:00,68.98472421652214
2025-11-01 08:04:00,63.11828577706816
2025-11-01 08:05:00,69.48629453014726
2025-11-01 08:06:00,68.6881143392045
2025-11-01 08:07:00,66.57446879778853
2025-11-01 08:08:00,67.1934912723761
2025-11-01 08:09:00,64.17877037480115
2025-11-01 08:10:00,68.66265386533523
2025-11-01 08:11:00,65.48601436881702
2025-11-01 08:12:00,62.99857556778422
2025-11-01 08:13:00,71.1676587772386
2025-11-01 08:14:00,70.57704300507345
2025-11-01 08:15:00,85.36076536162513
2025-11-01 08:16:00,68.3317229853988
2025-11-01 08:17:00,71.50976019677263
2025-11-01 08:18:00,72.28552575058877
2025-11-01 08:19:00,68.88597372106295
2025-11-01 08:20:00,100.52757314652277
2025-11-01 08:21:00,
2025-11-01 08:22:00,92.13304772312323
2025-11-01 08:23:00,67.75346584827804
2025-11-01 08:24:00,64.69692812956345
2025-11-01 08:25:00,65.33700844658463
2025-11-01 08:26:00,68.65838414728341
2025-11-01 08:27:00,65.3957017884549
2025-11-01 08:28:00,67.23497323052759
2025-11-01 08:29:00,68.44776846446769
2025-11-01 08:30:00,65.66506617502097
2025-11-01 08:31:00,66.07039363380694
2025-11-01 08:32:00,64.17493503307547
2025-11-01 08:33:00,65.18885709969327
2025-11-01 08:34:00,65.66138155400407
2025-11-01 08:35:00,90.54140153091586
2025-11-01 08:36:00,67.23497297169966
2025-11-01 08:37:00,68.77459749854324
2025-11-01 08:38:00,63.78436600559141
2025-11-01 08:39:00,66.25386462603024
2025-11-01 08:40:00,67.11710451782882
2025-11-01 08:41:00,68.86486599216107
2025-11-01 08:42:00,60.97293690114753
2025-11-01 08:43:00,65.05073745005905
2025-11-01 08:44:00,66.75542456676729
2025-11-01 08:45:00,65.8213817855267
2025-11-01 08:46:00,64.65871755775248
2025-11-01 08:47:00,64.66002516118583
2025-11-01 08:48:00,68.81812768260617
2025-11-01 08:49:00,65.61487395107724
2025-11-01 08:50:00,64.63453657954888
2025-11-01 08:51:00,63.09921408406988
2025-11-01 08:52:00,67.5266001716786
2025-11-01 08:53:00,73.64539389384183
2025-11-01 08:54:00,65.36360420414508
2025-11-01 08:55:00,65.21843217411713
2025-11-01 08:56:00,68.00307671446294
2025-11-01 08:57:00,60.68066778806072
2025-11-01 08:58:00,65.5520561228942
2025-11-01 08:59:00,65.99270546033898
