timestamp,heart_rate,heart_rate_out
2025-11-01 06:00:00+00:00,61.6361473041438,False
2025-11-01 06:01:00+00:00,64.90065871641636,False
2025-11-01 06:02:00+00:00,64.90065871641636,False
2025-11-01 06:03:00+00:00,67.974031178203,False
2025-11-01 06:04:00+00:00,70.46047389399183,False
2025-11-01 06:05:00+00:00,63.40377632281612,False
2025-11-01 06:06:00+00:00,70.35540425475634,False
2025-11-01 06:07:00+00:00,64.44122633594074,False
2025-11-01 06:08:00+00:00,67.85138728936352,False
2025-11-01 06:09:00+00:00,68.298253785074,False
2025-11-01 06:10:00+00:00,68.0215491830938,False
2025-11-01 06:11:00+00:00,68.80497897109949,False
2025-11-01 06:12:00+00:00,86.03145398378821,True
2025-11-01 06:13:00+00:00,67.45483108784306,False
2025-11-01 06:14:00+00:00,70.15370063723199,False
2025-11-01 06:15:00+00:00,68.26097336351351,False
2025-11-01 06:16:00+00:00,68.19876670781676,False
2025-11-01 06:17:00+00:00,65.29728096336738,False
2025-11-01 06:18:00+00:00,64.22225586799301,False
2025-11-01 06:19:00+00:00,70.24566664591292,False
2025-11-01 06:20:00+00:00,68.83455916654702,False
2025-11-01 06:21:00+00:00,67.78115605091509,False
2025-11-01 06:22:00+00:00,69.77581260281684,False
2025-11-01 06:23:00+00:00,73.70462219740796,False
2025-11-01 06:24:00+00:00,66.06444785071702,False
2025-11-01 06:25:00+00:00,71.6489646049187,False
2025-11-01 06:26:00+00:00,70.8090115414223,False
2025-11-01 06:27:00+00:00,67.67077394581494,False
2025-11-01 06:28:00+00:00,63.820292812593046,False
2025-11-01 06:29:00+00:00,70.70641673146368,False
2025-11-01 06:30:00+00:00,71.52084190430192,False
2025-11-01 06:31:00+00:00,69.1837888843904,False
2025-11-01 06:32:00+00:00,64.50117666112918,False
2025-11-01 06:33:00+00:00,63.827692670845074,False
2025-11-01 06:34:00+00:00,65.46118993705268,False
2025-11-01 06:35:00+00:00,66.88375197009218,False
2025-11-01 06:36:00+00:00,65.42147739817146,False
2025-11-01 06:37:00+00:00,63.716815145118645,False
2025-11-01 06:38:00+00:00,69.02987123244883,False
2025-11-01 06:39:00+00:00,64.39384582723656,False
2025-11-01 06:40:00+00:00,66.66346707147017,False
2025-11-01 06:41:00+00:00,68.57458162199909,False
2025-11-01 06:42:00+00:00,65.6648505858847,False
2025-11-01 06:43:00+00:00,63.31664373558519,False
2025-11-01 06:44:00+00:00,71.12076058750853,False
2025-11-01 06:45:00+00:00,67.56556360768144,False
2025-11-01 06:46:00+00:00,73.17168279716354,False
2025-11-01 06:47:00+00:00,67.53125744086996,False
2025-11-01 06:48:00+00:00,67.97232192545452,False
2025-11-01 06:49:00+00:00,73.20175110357731,False
2025-11-01 06:50:00+00:00,67.57453064358397,False
